Article,neuf_price,occasion_price,description
"OUKITEL WP32 Incassable 12/128 Go 6300mAh 6"" Android 13 Smartphone Dual SIM 4G/NFC/GPS/Face ID/OTG - Noir","123,96 €",N/A,Réseau 4G Mémoire 128 Go / RAM 4 Go Android Double SIM
"OUKITEL C36 Android 13 12GO+128Go 6.56"" 5150mAh Dual SIM - Bleu","109,96 €",N/A,Mémoire 128 Go / RAM 4 Go Android Double SIM
"OUKITEL C35 24+256 Go 6.56"" 50MP Android 13 Dual SIM - Bleu",149 €,N/A,Mémoire 256 Go / RAM 12 Go Android Double SIM
"OUKITEL WP32 Incassable 12/128 Go 6300mAh 6"" Android 13 Smartphone Dual SIM 4G/NFC/GPS/Face ID/OTG - Vert","119,99 €",N/A,Réseau 4G Mémoire 128 Go / RAM 4 Go Android Double SIM
"OUKITEL C35 24+256Go 6.56"" 50MP Android 13 Dual SIM - Vert","149,99 €",N/A,Mémoire 256 Go / RAM 12 Go Android Double SIM
"OUKITEL C36 Android 13 12GO+128Go 6.56"" 5150mAh Dual SIM - Noir","109,96 €",N/A,Mémoire 128 Go / RAM 4 Go Android Double SIM
"OUKITEL C36 Android 13 12GO+128Go 6.56"" 5150mAh Dual SIm Vert","109,96 €",N/A,Mémoire 128 Go / RAM 4 Go Android Double SIM
"OUKITEL WP28 Incassable 10600mAh 15Go+256Go (1 To) 48MP Android 13 Rugged Smartphone 6,52"" NFC, Noir","188,99 €",N/A,Mémoire 256 Go / RAM 8 Go Android Double SIM
"OUKITEL WP28 Incassable 10600mAh 15Go+256Go (1 To) 48MP Android 13 rugged Smartphone 6.517"" NFC, Orange","188,99 €",N/A,Mémoire 256 Go / RAM 8 Go Android Double SIM
Smartphone Oukitel C32 8 Go + 128 Go Bleu,89 €,N/A,Double SIM
Smartphone Oukitel C32 8 Go + 128 Go Violet,89 €,N/A,Double SIM
Oukitel WP5 Smartphone Robuste Etanche Rouge 4G/32G,69 €,N/A,Réseau 4G Double SIM
Oukitel C31 Pro Smartphone 4G/64G Noir,80 €,N/A,Réseau 4G Double SIM
"Oukitel WP17 (Double Sim - 6.78"" - 128 Go, 8 Go RAM) - Noir","327,92 €",N/A,Double SIM
"Oukitel WP17 (Double Sim - 6.78"" - 128 Go, 8 Go RAM) - Noir","327,92 €",N/A,Double SIM
"Oukitel WP13 (5G - Double Sim - 6.52"" - 128 Go, 8 Go RAM) - Noir",175 €,N/A,Réseau 5G Double SIM
"Oukitel WP19 (Double Sim - 6.78"" - 21 000 mAh - 256 Go, 8 Go RAM) - Noir","441,63 €",N/A,Double SIM
"Oukitel WP15 (5G - Double Sim - 6.517"" - 15 600 mAh - 128 Go, 8 Go RAM) - Noir","441,63 €",N/A,Réseau 5G Double SIM
"Oukitel WP17 (Double Sim - 6.78"" - 128 Go, 8 Go RAM) - Noir","327,92 €",N/A,Double SIM
"Oukitel WP17 (Double Sim - 6.78"" - 128 Go, 8 Go RAM) - Noir","327,92 €",N/A,Double SIM
"Oukitel WP17 (Double Sim - 6.78"" - 128 Go, 8 Go RAM) - Noir","327,92 €",N/A,Double SIM
"Oukitel WP15 (5G - Double Sim - 6.517"" - 15 600 mAh - 128 Go, 8 Go RAM) - Noir","441,63 €",N/A,Réseau 5G Double SIM
"Oukitel WP19 (Double Sim - 6.78"" - 21 000 mAh - 256 Go, 8 Go RAM) - Noir","441,63 €",N/A,Double SIM
"Oukitel WP17 (Double Sim - 6.78"" - 128 Go, 8 Go RAM) - Noir","327,92 €",N/A,Double SIM
Oukitel WP20 Smartphone Robuste 4G+32G VERT,110 €,N/A,Réseau 4G Double SIM
"Oukitel WP17 (Double Sim - 6.78"" - 128 Go, 8 Go RAM) - Noir","327,92 €",N/A,Double SIM
"Oukitel WP19 (Double Sim - 6.78"" - 21 000 mAh - 256 Go, 8 Go RAM) - Noir",300 €,N/A,Double SIM
"Oukitel WP18 (Double Sim - 5.93"" - 12 500 mAh - 32 Go, 4 Go RAM) - Noir","175,17 €",N/A,Double SIM
"Oukitel WP17 (Double Sim - 6.78"" - 128 Go, 8 Go RAM) - Noir","307,60 €",N/A,Double SIM
Oukitel WP12 Pro 64 Go Noir,100 €,N/A,Mémoire 64 Go / RAM 4 Go Double SIM
"Oukitel WP15 (5G - Double Sim - 6.517"" - 15 600 mAh - 128 Go, 8 Go RAM) - Noir","410,91 €",N/A,Réseau 5G Double SIM
"OUKITEL Y4800 6/128 Go 6.3"" Dual SIM Noir",186 €,N/A,Double SIM
"Oukitel WP32 (Double Sim - 6"" - 6 300 mAh - 128 Go, 4 Go RAM) Noir","142,53 €",N/A,Double SIM
