Article,neuf_price,occasion_price,description
Google Pixel 8 Pro 128 Go Obsidien,"678,99 €","745,74 €","Ecran 6.7"" Réseau 5G Mémoire 128 Go / RAM 12 Go Android 14 Tensor G3 Double SIM Couleur Obsidien"
Google Pixel 7 128 Go Noir Obsidien,"293,58 €","269,90 €","Ecran 6.3"" Réseau 5G Mémoire 128 Go / RAM 8 Go Android 13 Tensor G2 Double SIM Couleur Obsidien"
Apple iPhone 14 Lumiere Stellaire 128 Go,"648,99 €","518,99 €","Ecran 6.1"" Réseau 5G iOS 16 A15 Bionic Double SIM Couleur Lumiere stellaire"
Apple iPhone 14 Mauve 128 Go,"648,99 €","518,99 €","Ecran 6.1"" Réseau 5G iOS 16 A15 Bionic Double SIM Couleur Violet"
Apple iPhone 14 Noir minuit 128 Go,"648,99 €","509,99 €","Ecran 6.1"" Réseau 5G iOS 16 A15 Bionic Double SIM Couleur Noir minuit"
Samsung Galaxy S24 Ultra 256 Go Violet titane,"932,99 €",880 €,"Ecran 6.8"" Réseau 5G Mémoire 256 Go / RAM 12 Go Android Snapdragon 8 Gen 3 for Galaxy Double SIM Couleur Violet titane"
Apple iPhone 15 Pro 128 Go Titane naturel,"929,89 €","968,36 €","Ecran 6.1"" Réseau 5G iOS 17 A17 Pro Double SIM Couleur Titane Naturel"
Samsung Galaxy S20 FE Fan Edition 5G 128 Go Bleu,160 €,140 €,"Ecran 6.5"" Réseau 5G Mémoire 128 Go / RAM 6 Go Android Snapdragon 865 5G Double SIM Couleur Nuage marine"
Google Pixel 7 Pro 128 Go Noir Obsidien,"384,76 €",404 €,"Ecran 6.7"" Réseau 5G Mémoire 128 Go / RAM 12 Go Android 13 Tensor G2 Double SIM Couleur Obsidien"
Google Pixel 7a Noir charbon 128 Go,"289,96 €",275 €,"Ecran 6.1"" Réseau 5G Mémoire 128 Go / RAM 8 Go Android 13 Tensor G2 Double SIM Couleur Charbon"
Google Pixel 6 Pro Noir 128 Go,"197,76 €","278,67 €","Ecran 6.7"" Réseau 5G Mémoire 128 Go / RAM 12 Go Android 12 Tensor Double SIM Couleur Noir de charbon"
Samsung Galaxy A55 5G 256 Go Bleu Nuit,"362,09 €","361,99 €","Ecran 6.6"" Réseau 5G Mémoire 256 Go / RAM 8 Go Android Double SIM Couleur Bleu nuit"
Apple iPhone 13 Bleu 128 Go,"557,32 €",399 €,"Ecran 6.1"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Bleu"
Samsung Galaxy Z Flip5 256 Go Graphite,"629,18 €",650 €,"Ecran 6.7"" Réseau 5G Mémoire 256 Go / RAM 8 Go Android Snapdragon 8 Gen 2 Double SIM Couleur Graphite"
Samsung Galaxy S21 Ultra 5G 128 Go Noir fantôme,"289,56 €","353,99 €","Ecran 6.8"" Réseau 5G Mémoire 128 Go / RAM 12 Go Android Exynos 2100 Double SIM Couleur Noir fantôme"
Samsung Galaxy S22 128 Go Noir fantôme,"290,79 €",290 €,"Ecran 6.1"" Réseau 5G Mémoire 128 Go / RAM 8 Go Android Exynos 2200 Double SIM Couleur Noir fantôme"
Apple iPhone 14 Bleu 128 Go,"654,90 €","499,45 €","Ecran 6.1"" Réseau 5G iOS 16 A15 Bionic Double SIM Couleur Bleu"
Apple iPhone 12 Noir 64 Go,469 €,"267,99 €","Ecran 6.1"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Noir"
Apple iPhone 13 Noir Minuit 256 Go,"677,70 €",415 €,"Ecran 6.1"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Noir minuit"
Samsung Galaxy S21 FE 5G 128 Go Graphite,"220,16 €",175 €,"Ecran 6.4"" Réseau 5G Mémoire 128 Go / RAM 6 Go Android Snapdragon 888 Double SIM Couleur Graphite"
Samsung Galaxy S22+ 128 Go Noir fantôme,"317,83 €",285 €,"Ecran 6.6"" Réseau 5G Mémoire 128 Go / RAM 8 Go Android Exynos 2200 Double SIM Couleur Noir fantôme"
Apple iPhone 12 Bleu 128 Go,"612,48 €","289,90 €","Ecran 6.1"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Bleu"
Panasonic Kx-tg1611 Téléphone Téléphone Dect Identification De L'appe,"55,01 €",N/A,
panasonic telephone tg6852spb,"65,92 €",N/A,
panasonic telephone fixe sans fil kx tgk220gw,"60,28 €",N/A,
panasonic telephone fixe sans fil kx tg6521gb,"62,76 €",N/A,
panasonic telephone fixe kx tge250spb,"56,24 €",N/A,
panasonic telephone fixe sans fil kx tgk220gb,"60,28 €",N/A,
Téléphone portable Panasonic Telephone portable 4G Noir,"66,78 €",N/A,Réseau 4G
Panasonic KX-TU400EXR Téléphone portable pour seniors / Rouge grenat,"46,62 €",N/A,
Gsm Panasonic EB G350 Noir,16 €,N/A,Single-SIM (SIM unique)
Panasonic KX-TGD323 - Téléphone sans fil - système de répondeur avec ID,"98,33 €",N/A,Single-SIM (SIM unique) Couleur Gris charbon
"KX-TPA65B Wireless Terminal, schwarz f. SIP Basis KX-TGP600CEB","97,74 €",N/A,
Blanco Panasonic KX-TGJ310GW,"73,56 €",N/A,
Panasonic KX-TGJ320GB mit AB schwarz,"85,78 €",N/A,
Panasonic Mobilteil KX-TGJ310/320/322/323 inkl.Ladeschale schw,"95,58 €",N/A,
Panasonic KX-TGJ320GR - Téléphone sans fil - système de répondeur avec ID d'appelant -,"76,02 €",N/A,Couleur Rouge
Panasonic KX-TGJ322GW - Téléphone sans fil - système de répondeur avec ID d'appelant - DECT,"118,42 €",N/A,Double SIM Couleur Blanc
Panasonic KX-TGJ310GB negro,59 €,N/A,
Panasonic KX-TGJ320GW con blanco AB,"99,48 €",N/A,
Panasonic KX-TGJ322GR - Téléphone sans fil - système de répondeur avec ID d'appelant -,"101,64 €",N/A,Double SIM Couleur Rouge
PANASONIC KX-TG6811GA MOCCA-BROWN,"49,02 €",N/A,Single-SIM (SIM unique)
PANASONIC KX-TG6811GS PEARLSILVER,"44,90 €",N/A,Single-SIM (SIM unique)
Panasonic EB-G520,N/A,N/A,
Panasonic Kx-tg 1611pdj Cordless Phone Beige,"46,06 €",N/A,
Panasonic Kx-tg2512 Telephone Dect Telephone Grey Caller Id,"82,39 €",N/A,
